Model,DPO4034
Firmware Version,2.1

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,2e-07,
Record Length,10000,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
1.1278e-03,4.81687,5.0075
1.1280e-03,4.81813,5.00656
1.1282e-03,4.81687,4.99938
1.1284e-03,4.81469,5.00594
1.1286e-03,4.81125,5.00469
1.1288e-03,4.81,5.00188
1.1290e-03,4.81656,4.99812
1.1292e-03,4.81062,4.98594
1.1294e-03,4.81344,5.01219
1.1296e-03,4.82,4.99469
1.1298e-03,4.81281,4.99969
1.1300e-03,4.81625,5.00375
1.1302e-03,4.80656,4.99188
1.1304e-03,4.81656,4.99469
1.1306e-03,4.82094,4.99594
1.1308e-03,4.8025,5.01
1.1310e-03,4.81281,5.00188
1.1312e-03,4.80469,5.00813
1.1314e-03,4.81219,5.00625
1.1316e-03,4.81344,5.00531
1.1318e-03,4.8025,5.00406
1.1320e-03,4.81687,5.01125
1.1322e-03,4.81188,5.01781
1.1324e-03,4.80406,4.99781
1.1326e-03,4.81156,5.00063
1.1328e-03,4.80531,5.0125
1.1330e-03,4.81125,5.00906
1.1332e-03,4.80969,4.9925
1.1334e-03,4.81156,5.01156
1.1336e-03,4.81094,5.01063
1.1338e-03,4.80781,4.99594
1.1340e-03,4.815,5.02125
1.1342e-03,4.815,4.99156
1.1344e-03,4.81281,5.00406
1.1346e-03,4.81156,5.00406
1.1348e-03,4.82094,5.00156
1.1350e-03,4.81531,4.99781
1.1352e-03,4.81094,5.00594
1.1354e-03,4.82031,5.005
1.1356e-03,4.81656,5.01063
1.1358e-03,4.8175,4.99125
1.1360e-03,4.82563,5.00938
1.1362e-03,4.83125,5.00813
1.1364e-03,4.81094,4.98719
1.1366e-03,4.82437,4.99594
1.1368e-03,4.81562,5.06563
1.1370e-03,4.81594,4.9225
1.1372e-03,4.80844,5.01562
1.1374e-03,4.81281,4.99188
1.1376e-03,4.81188,4.99781
1.1378e-03,4.82406,4.99375
1.1380e-03,4.8125,5.00156
1.1382e-03,4.82219,5.01219
1.1384e-03,4.82375,5.00125
1.1386e-03,4.81188,5.01594
1.1388e-03,4.80844,5.00156
1.1390e-03,4.81281,4.99188
1.1392e-03,4.80719,4.99656
1.1394e-03,4.81438,4.99938
1.1396e-03,4.81188,5.00438
1.1398e-03,4.81656,4.99688
1.1400e-03,4.81594,5.00313
1.1402e-03,4.81031,4.99875
1.1404e-03,4.81469,4.99125
1.1406e-03,4.81188,4.99812
1.1408e-03,4.81125,5.0125
1.1410e-03,4.80719,4.99188
1.1412e-03,4.81094,5.01125
1.1414e-03,4.81188,5.00219
1.1416e-03,4.80687,5.01125
1.1418e-03,4.80781,4.99906
1.1420e-03,4.81219,5.00938
1.1422e-03,4.81,5.00531
1.1424e-03,4.80781,5.00438
1.1426e-03,4.81125,4.99875
1.1428e-03,4.80719,5.00094
1.1430e-03,4.80875,4.99437
1.1432e-03,4.81156,4.97875
1.1434e-03,4.80938,5.05469
1.1436e-03,4.81937,4.97406
1.1438e-03,4.80844,5.01281
1.1440e-03,4.8125,4.99969
1.1442e-03,4.81906,4.99469
1.1444e-03,4.80531,5.00313
1.1446e-03,4.81687,5.00375
1.1448e-03,4.82125,5.00875
1.1450e-03,4.81937,4.99906
1.1452e-03,4.80531,4.98938
1.1454e-03,4.80406,5.00281
1.1456e-03,4.81406,4.99906
1.1458e-03,4.81219,4.99375
1.1460e-03,4.81406,4.99594
1.1462e-03,4.80938,5.03531
1.1464e-03,4.815,4.93688
1.1466e-03,4.81156,5.02313
1.1468e-03,4.81156,5.00156
1.1470e-03,4.81281,5.01031
1.1472e-03,4.8075,4.99781
1.1474e-03,4.81531,5.00531
1.1476e-03,4.815,5.00156
1.1478e-03,4.81125,5.00813
1.1480e-03,4.82062,5
1.1482e-03,4.81,5.00281
1.1484e-03,4.81312,4.995
1.1486e-03,4.82,4.99656
1.1488e-03,4.81781,4.99156
1.1490e-03,4.81438,4.99938
1.1492e-03,4.80563,4.99812
1.1494e-03,4.81813,4.99875
1.1496e-03,4.82281,5.00594
1.1498e-03,4.81062,4.99969
1.1500e-03,4.80625,5.0075
1.1502e-03,4.81438,5.01281
1.1504e-03,4.81031,4.99875
1.1506e-03,4.81156,4.99875
1.1508e-03,4.81969,5.00563
1.1510e-03,4.82156,5.01156
1.1512e-03,4.8125,5.00563
1.1514e-03,4.80156,5.00125
1.1516e-03,4.80594,5.00156
1.1518e-03,4.81219,4.99969
1.1520e-03,4.81844,4.99094
1.1522e-03,4.8175,5.02219
1.1524e-03,4.81344,5.00719
1.1526e-03,4.81969,4.93969
1.1528e-03,4.82062,5.09031
1.1530e-03,4.82313,4.97125
1.1532e-03,4.82281,5.02219
1.1534e-03,4.81906,4.99094
1.1536e-03,4.82,5.00313
1.1538e-03,4.82188,4.99812
1.1540e-03,4.82094,5.00969
1.1542e-03,4.8075,5.00406
1.1544e-03,4.81531,5.00188
1.1546e-03,4.82375,5.00906
1.1548e-03,4.82344,5.00875
1.1550e-03,4.80625,5.00688
1.1552e-03,4.82125,5.0125
1.1554e-03,4.81312,5.00156
1.1556e-03,4.81625,5.02562
1.1558e-03,4.81844,4.96563
1.1560e-03,4.80781,5.03313
1.1562e-03,4.82219,4.99812
1.1564e-03,4.81219,5.00938
1.1566e-03,4.82,4.99219
1.1568e-03,4.80344,4.99719
1.1570e-03,4.81125,5.00531
1.1572e-03,4.81312,5.01344
1.1574e-03,4.80281,5.00906
1.1576e-03,4.8175,4.9975
1.1578e-03,4.81813,5.00938
1.1580e-03,4.82531,5.00125
1.1582e-03,4.80875,5.00719
1.1584e-03,4.80781,5.00688
1.1586e-03,4.80906,5.00594
1.1588e-03,4.80469,4.99688
1.1590e-03,4.81594,5.00031
1.1592e-03,4.81281,5.0025
1.1594e-03,4.81344,4.99563
1.1596e-03,4.81625,5.00906
1.1598e-03,4.81,4.9975
1.1600e-03,4.81062,4.985
1.1602e-03,4.8225,5.00594
1.1604e-03,4.82375,4.99906
1.1606e-03,4.79969,4.99594
1.1608e-03,4.81156,4.99531
1.1610e-03,4.81562,5.00438
1.1612e-03,4.81719,5.00469
1.1614e-03,4.80813,4.99406
1.1616e-03,4.82531,5.005
1.1618e-03,4.82219,4.9975
1.1620e-03,4.81,4.95531
1.1622e-03,4.81219,5.08375
1.1624e-03,4.8125,4.97625
1.1626e-03,4.81625,5.01219
1.1628e-03,4.80656,4.99969
1.1630e-03,4.82563,5.00438
1.1632e-03,4.81312,5.00219
1.1634e-03,4.81687,5.0125
1.1636e-03,4.82031,4.99906
1.1638e-03,4.81062,5.00094
1.1640e-03,4.81,4.99688
1.1642e-03,4.805,5.00781
1.1644e-03,4.80938,5.00969
1.1646e-03,4.81125,5.00563
1.1648e-03,4.815,5.01875
1.1650e-03,4.81031,5.03938
1.1652e-03,4.81719,4.95188
1.1654e-03,4.80344,5.02125
1.1656e-03,4.80875,4.9925
1.1658e-03,4.81062,5.00438
1.1660e-03,4.79156,4.99812
1.1662e-03,4.80813,5.005
1.1664e-03,4.80094,5.01469
1.1666e-03,4.81219,5.01
1.1668e-03,4.82125,5.00719
1.1670e-03,4.8175,5.01344
1.1672e-03,4.81156,5.00375
1.1674e-03,4.82781,5.01031
1.1676e-03,4.81438,5.00563
1.1678e-03,4.81844,5.0025
1.1680e-03,4.81906,5.00438
1.1682e-03,4.81906,4.99875
1.1684e-03,4.81625,5.005
1.1686e-03,4.80969,5.015
1.1688e-03,4.80687,5.00531
1.1690e-03,4.81937,4.99906
1.1692e-03,4.81031,5.00313
1.1694e-03,4.81781,5.00656
1.1696e-03,4.825,5.00031
1.1698e-03,4.81813,4.99
1.1700e-03,4.81625,5.00594
1.1702e-03,4.82,5.0025
1.1704e-03,4.81,5.01
1.1706e-03,4.8175,5.01156
1.1708e-03,4.80813,4.98438
1.1710e-03,4.81219,5.00125
1.1712e-03,4.80594,4.98938
1.1714e-03,4.8125,4.93156
1.1716e-03,4.8225,5.09313
1.1718e-03,4.81781,4.9725
1.1720e-03,4.82156,5.00438
1.1722e-03,4.80187,5.00031
1.1724e-03,4.8275,5.01375
1.1726e-03,4.81438,5.00281
1.1728e-03,4.80531,4.995
1.1730e-03,4.81719,4.99563
1.1732e-03,4.81906,4.99875
1.1734e-03,4.81781,5.00469
1.1736e-03,4.80375,5.00406
1.1738e-03,4.80781,5.00063
1.1740e-03,4.81094,4.99719
1.1742e-03,4.81969,4.98781
1.1744e-03,4.80406,5.00906
1.1746e-03,4.80594,4.96719
1.1748e-03,4.81062,5.01344
1.1750e-03,4.81813,5
1.1752e-03,4.81344,5.00344
1.1754e-03,4.81438,4.99938
1.1756e-03,4.815,4.9875
1.1758e-03,4.80906,5.00563
1.1760e-03,4.81312,5.00188
1.1762e-03,4.81188,5.00219
1.1764e-03,4.81906,4.99688
1.1766e-03,4.8175,4.99719
1.1768e-03,4.81281,4.99469
1.1770e-03,4.82188,5.00344
1.1772e-03,4.81656,4.98875
1.1774e-03,4.80906,4.99031
1.1776e-03,4.81469,4.99313
1.1778e-03,4.82469,5.00438
1.1780e-03,4.82344,5.00094
1.1782e-03,4.81406,4.99313
1.1784e-03,4.81156,5
1.1786e-03,4.81969,4.99688
1.1788e-03,4.815,4.99969
1.1790e-03,4.82656,5.00031
1.1792e-03,4.82062,5.00688
1.1794e-03,4.82188,4.99313
1.1796e-03,4.81438,4.99531
1.1798e-03,4.81406,4.99281
1.1800e-03,4.81438,5.00688
1.1802e-03,4.80719,4.98875
1.1804e-03,4.81062,5.00656
1.1806e-03,4.825,5.00906
1.1808e-03,4.81813,4.905
1.1810e-03,4.8175,5.12375
1.1812e-03,4.81469,4.96094
1.1814e-03,4.80938,5.005
1.1816e-03,4.8175,4.99125
1.1818e-03,4.81062,5.00813
1.1820e-03,4.81875,4.9975
1.1822e-03,4.81875,5.01781
1.1824e-03,4.82062,5.0075
1.1826e-03,4.81188,4.9975
1.1828e-03,4.81813,4.99688
1.1830e-03,4.82375,5.01187
1.1832e-03,4.81937,5.00406
1.1834e-03,4.81625,4.99844
1.1836e-03,4.81625,4.99094
1.1838e-03,4.80406,4.99344
1.1840e-03,4.82125,5.015
1.1842e-03,4.81844,5.01656
1.1844e-03,4.81344,5.01063
1.1846e-03,4.81469,5.01281
1.1848e-03,4.81188,5.00219
1.1850e-03,4.81125,5.00156
1.1852e-03,4.81031,5.00313
1.1854e-03,4.81562,5.0075
1.1856e-03,4.81687,4.99
1.1858e-03,4.80594,5.00031
1.1860e-03,4.80906,5.00281
1.1862e-03,4.81781,5.00094
1.1864e-03,4.80312,5.00563
1.1866e-03,4.81312,5.00281
1.1868e-03,4.80906,4.99812
1.1870e-03,4.8175,5.00094
1.1872e-03,4.81531,4.99938
1.1874e-03,4.80312,5.00188
1.1876e-03,4.81687,4.99375
1.1878e-03,4.81031,4.99313
1.1880e-03,4.81125,5.00344
1.1882e-03,4.81156,5.00625
1.1884e-03,4.80531,4.9925
1.1886e-03,4.79937,5.0025
1.1888e-03,4.81438,4.99594
1.1890e-03,4.80938,4.99469
1.1892e-03,4.81219,4.98438
1.1894e-03,4.81531,4.98125
1.1896e-03,4.82031,4.99906
1.1898e-03,4.82406,5.00063
1.1900e-03,4.81219,4.99156
1.1902e-03,4.80375,4.94125
1.1904e-03,4.81562,5.08688
1.1906e-03,4.80969,4.96563
1.1908e-03,4.81344,5.00094
1.1910e-03,4.81438,4.99781
1.1912e-03,4.82313,5.00063
1.1914e-03,4.80719,5.00063
1.1916e-03,4.82344,4.99688
1.1918e-03,4.8075,4.99781
1.1920e-03,4.81656,5.00781
1.1922e-03,4.8225,4.99938
1.1924e-03,4.81844,4.99344
1.1926e-03,4.80813,5.01187
1.1928e-03,4.81062,5.00188
1.1930e-03,4.82313,4.99844
1.1932e-03,4.81219,5.0125
1.1934e-03,4.81594,4.96719
1.1936e-03,4.82156,5.01406
1.1938e-03,4.80531,4.99844
1.1940e-03,4.82219,5.00031
1.1942e-03,4.82812,4.99688
1.1944e-03,4.80844,5.00094
1.1946e-03,4.81031,5.01063
1.1948e-03,4.82344,5.00531
1.1950e-03,4.81312,5.00438
1.1952e-03,4.81406,4.9975
1.1954e-03,4.8075,5.00031
1.1956e-03,4.80969,4.99969
1.1958e-03,4.8125,4.99344
1.1960e-03,4.8075,5.0075
1.1962e-03,4.79562,5.00688
1.1964e-03,4.80906,4.99313
1.1966e-03,4.8125,5.0025
1.1968e-03,4.82,5.01063
1.1970e-03,4.80375,5.00531
1.1972e-03,4.8125,4.99594
1.1974e-03,4.80594,5
1.1976e-03,4.80594,5.00531
1.1978e-03,4.80625,5.00313
1.1980e-03,4.81906,4.99313
1.1982e-03,4.80625,5.00875
1.1984e-03,4.80531,4.98344
1.1986e-03,4.79906,4.9875
1.1988e-03,4.80906,5.00375
1.1990e-03,4.81094,5.00563
1.1992e-03,4.8075,5.00625
1.1994e-03,4.81438,4.99844
1.1996e-03,4.81781,4.93656
1.1998e-03,4.80656,5.1
1.2000e-03,4.81813,4.95688
1.2002e-03,4.81969,5.01344
1.2004e-03,4.81281,5.00344
1.2006e-03,4.82062,5.01531
1.2008e-03,4.81937,4.99563
1.2010e-03,4.81219,5.00375
1.2012e-03,4.81281,5.01187
1.2014e-03,4.81656,4.99531
1.2016e-03,4.82,5.01156
1.2018e-03,4.81094,5
1.2020e-03,4.80969,5.00406
1.2022e-03,4.81,5.00719
1.2024e-03,4.81625,5.0075
1.2026e-03,4.81062,5.05938
1.2028e-03,4.80875,4.94156
1.2030e-03,4.80375,5.00469
1.2032e-03,4.82062,5.01156
1.2034e-03,4.80687,5.01375
1.2036e-03,4.82188,5.00438
1.2038e-03,4.80469,5.00938
1.2040e-03,4.815,5
1.2042e-03,4.81281,5.00594
1.2044e-03,4.81062,4.99719
1.2046e-03,4.80969,4.99688
1.2048e-03,4.81156,5.00563
1.2050e-03,4.81813,5.00125
1.2052e-03,4.82656,5.0025
1.2054e-03,4.81937,5.00563
1.2056e-03,4.8025,4.98719
1.2058e-03,4.80906,5.00031
1.2060e-03,4.8075,5.00031
1.2062e-03,4.80594,5.00188
1.2064e-03,4.80438,5.00875
1.2066e-03,4.81438,4.99844
1.2068e-03,4.81094,5.00063
1.2070e-03,4.81656,5.00031
1.2072e-03,4.80406,5.00469
1.2074e-03,4.82094,5.00625
1.2076e-03,4.80906,5.00281
1.2078e-03,4.81094,5.00719
1.2080e-03,4.81438,5.01219
1.2082e-03,4.82531,4.98906
1.2084e-03,4.82094,5.02219
1.2086e-03,4.81781,5.01344
1.2088e-03,4.8125,5.01438
1.2090e-03,4.81219,5.00313
1.2092e-03,4.81937,5.00094
1.2094e-03,4.79531,4.995
1.2096e-03,4.81469,5.0075
1.2098e-03,4.815,5.00375
1.2100e-03,4.80938,4.99875
1.2102e-03,4.81844,4.99437
1.2104e-03,4.82031,4.99281
1.2106e-03,4.80875,5.00031
1.2108e-03,4.80625,5.00563
1.2110e-03,4.81438,4.99938
1.2112e-03,4.80469,5.00594
1.2114e-03,4.81406,5.00313
1.2116e-03,4.80563,5.00813
1.2118e-03,4.80844,4.99188
1.2120e-03,4.81719,5.00406
1.2122e-03,4.82031,5.02719
1.2124e-03,4.81469,4.95469
1.2126e-03,4.815,5.02094
1.2128e-03,4.80063,5.005
1.2130e-03,4.81312,5.00781
1.2132e-03,4.80969,5.00344
1.2134e-03,4.81937,5.00125
1.2136e-03,4.81906,5.00188
1.2138e-03,4.81594,5.00875
1.2140e-03,4.82125,4.99
1.2142e-03,4.80438,5.0025
1.2144e-03,4.8125,5.00281
1.2146e-03,4.825,5.00156
1.2148e-03,4.82406,4.99781
1.2150e-03,4.82437,5.01156
1.2152e-03,4.81156,4.99563
1.2154e-03,4.82188,5.01438
1.2156e-03,4.82406,5.00219
1.2158e-03,4.81625,5.01156
1.2160e-03,4.81438,5.00125
1.2162e-03,4.80563,5.02031
1.2164e-03,4.82188,5.01719
1.2166e-03,4.81781,5.00094
1.2168e-03,4.81156,5.00438
1.2170e-03,4.80563,5.00219
1.2172e-03,4.81531,5.00906
1.2174e-03,4.80875,5.00969
1.2176e-03,4.81656,5.01594
1.2178e-03,4.82375,5.00156
1.2180e-03,4.81906,5.005
1.2182e-03,4.81,5.00438
1.2184e-03,4.82406,5.00594
1.2186e-03,4.80938,5.00406
1.2188e-03,4.80563,4.99313
1.2190e-03,4.81281,4.98
1.2192e-03,4.80719,5.01875
1.2194e-03,4.81438,5.00219
1.2196e-03,4.81031,5.00938
1.2198e-03,4.80969,5.0125
1.2200e-03,4.80531,4.99781
1.2202e-03,4.81406,5.00594
1.2204e-03,4.81438,5.00969
1.2206e-03,4.8125,5.00531
1.2208e-03,4.81469,5.00563
1.2210e-03,4.80938,5.00438
1.2212e-03,4.80219,5.005
1.2214e-03,4.81656,5.00344
1.2216e-03,4.80063,5.00969
1.2218e-03,4.82437,5.00844
1.2220e-03,4.80406,5.04063
1.2222e-03,4.81875,4.96625
1.2224e-03,4.81344,5.01781
1.2226e-03,4.80219,4.99688
1.2228e-03,4.80156,4.99969
1.2230e-03,4.80625,5.00063
1.2232e-03,4.82031,5.00531
1.2234e-03,4.81219,5.0025
1.2236e-03,4.80844,5.00125
1.2238e-03,4.81469,5.01156
1.2240e-03,4.80656,5.01313
1.2242e-03,4.80312,5.01
1.2244e-03,4.80438,5.00281
1.2246e-03,4.81656,5.01031
1.2248e-03,4.81844,5.00469
1.2250e-03,4.81062,5.00938
1.2252e-03,4.81438,5.00344
1.2254e-03,4.80156,5.00344
1.2256e-03,4.80813,4.99906
1.2258e-03,4.81906,5.00219
1.2260e-03,4.80719,5.00375
1.2262e-03,4.81344,5.00281
1.2264e-03,4.81,5.0025
1.2266e-03,4.81062,5.01531
1.2268e-03,4.80844,5.005
1.2270e-03,4.8175,5.00938
1.2272e-03,4.825,4.995
1.2274e-03,4.80563,5.00313
1.2276e-03,4.81625,5.00594
1.2278e-03,4.81594,5.00156
1.2280e-03,4.82375,5.00563
1.2282e-03,4.80656,5.015
1.2284e-03,4.80094,4.98313
1.2286e-03,4.82719,5.00531
1.2288e-03,4.81188,4.99094
1.2290e-03,4.81906,5.01031
1.2292e-03,4.8175,4.98688
1.2294e-03,4.81781,4.99719
1.2296e-03,4.81312,5.00469
1.2298e-03,4.80719,5.00656
1.2300e-03,4.80406,4.99812
1.2302e-03,4.80156,5.00063
1.2304e-03,4.81344,5
1.2306e-03,4.80375,5.00438
1.2308e-03,4.82281,5.0025
1.2310e-03,4.80125,5.00719
1.2312e-03,4.805,5.00438
1.2314e-03,4.81344,5.005
1.2316e-03,4.81562,5.10125
1.2318e-03,4.80906,4.90437
1.2320e-03,4.82031,5.00063
1.2322e-03,4.81625,5.01594
1.2324e-03,4.82281,5.00313
1.2326e-03,4.81406,5.01313
1.2328e-03,4.81344,4.99531
1.2330e-03,4.81312,5.00594
1.2332e-03,4.81312,4.99906
1.2334e-03,4.80406,5.01656
1.2336e-03,4.82219,5.00938
1.2338e-03,4.80938,5.00625
1.2340e-03,4.81219,5.00844
1.2342e-03,4.81219,5.01719
1.2344e-03,4.8125,4.99781
1.2346e-03,4.80687,5.01
1.2348e-03,4.81719,5.00688
1.2350e-03,4.805,5.01281
1.2352e-03,4.8125,5.00531
1.2354e-03,4.81875,5.01031
1.2356e-03,4.81438,5.00063
1.2358e-03,4.81094,5.00625
1.2360e-03,4.81344,5.00125
1.2362e-03,4.80281,5.01187
1.2364e-03,4.81625,5.0125
1.2366e-03,4.80938,5.00438
1.2368e-03,4.80656,5.01
1.2370e-03,4.80844,4.995
1.2372e-03,4.81813,4.9825
1.2374e-03,4.81844,5.01781
1.2376e-03,4.81219,4.9925
1.2378e-03,4.81969,5.00563
1.2380e-03,4.81156,5.00781
1.2382e-03,4.815,4.99969
1.2384e-03,4.82062,4.9975
1.2386e-03,4.80344,5.01125
1.2388e-03,4.81094,5.005
1.2390e-03,4.81406,5.00469
1.2392e-03,4.81156,5.00188
1.2394e-03,4.80031,5.00438
1.2396e-03,4.80563,5.005
1.2398e-03,4.80969,4.99781
1.2400e-03,4.81031,5.0075
1.2402e-03,4.80938,5.0125
1.2404e-03,4.81813,4.99812
1.2406e-03,4.80813,4.99656
1.2408e-03,4.815,5.00281
1.2410e-03,4.81281,4.99906
1.2412e-03,4.81188,5.00156
1.2414e-03,4.80531,4.97844
1.2416e-03,4.81656,5.01938
1.2418e-03,4.81,5.01625
1.2420e-03,4.81813,4.99875
1.2422e-03,4.80656,5.01344
1.2424e-03,4.81687,5.01469
1.2426e-03,4.81562,5.00188
1.2428e-03,4.81406,5.00375
1.2430e-03,4.80969,5.00688
1.2432e-03,4.82031,5.01438
1.2434e-03,4.81469,5.01906
1.2436e-03,4.81281,5.00969
1.2438e-03,4.80875,5.00938
1.2440e-03,4.80281,4.99406
1.2442e-03,4.80531,5.00875
1.2444e-03,4.81531,5.00094
1.2446e-03,4.79969,5.00094
1.2448e-03,4.81188,5.00438
1.2450e-03,4.80438,5.0125
1.2452e-03,4.80469,5.01344
1.2454e-03,4.805,5.00844
1.2456e-03,4.81125,5.00031
1.2458e-03,4.80344,5.00781
1.2460e-03,4.8125,5.01906
1.2462e-03,4.82094,5.00563
1.2464e-03,4.81281,4.99531
1.2466e-03,4.81125,5.01063
1.2468e-03,4.81937,4.99
1.2470e-03,4.8125,5.00625
1.2472e-03,4.81813,5.01125
1.2474e-03,4.82875,4.99594
1.2476e-03,4.80219,5.00688
1.2478e-03,4.8175,4.9925
1.2480e-03,4.82594,5.02063
1.2482e-03,4.81219,5.00344
1.2484e-03,4.81531,5.01875
1.2486e-03,4.80469,5.0025
1.2488e-03,4.81469,5.00344
1.2490e-03,4.81562,5.00688
1.2492e-03,4.81344,5.00656
1.2494e-03,4.81687,4.99812
1.2496e-03,4.82,5.00375
1.2498e-03,4.80938,4.99688
1.2500e-03,4.81531,5.00938
1.2502e-03,4.82812,4.995
1.2504e-03,4.80781,5.00375
1.2506e-03,4.81031,5.01063
1.2508e-03,4.80875,5.00906
1.2510e-03,4.81031,5.07437
1.2512e-03,4.81312,4.91938
1.2514e-03,4.80594,5.01625
1.2516e-03,4.82375,5.00625
1.2518e-03,4.80625,4.98844
1.2520e-03,4.82125,5.00531
1.2522e-03,4.81125,4.99938
1.2524e-03,4.80875,5.00438
1.2526e-03,4.80438,5.00531
1.2528e-03,4.80656,5.01156
1.2530e-03,4.81594,5.01656
1.2532e-03,4.80844,4.99938
1.2534e-03,4.79562,5.00719
1.2536e-03,4.80563,4.99688
1.2538e-03,4.80281,5.00531
1.2540e-03,4.80531,5.0075
1.2542e-03,4.81094,4.99719
1.2544e-03,4.80719,5.00313
1.2546e-03,4.81438,5.00469
1.2548e-03,4.81281,5.01
1.2550e-03,4.82094,4.99812
1.2552e-03,4.80969,5.01063
1.2554e-03,4.81844,4.9925
1.2556e-03,4.82062,5.00469
1.2558e-03,4.81281,4.99125
1.2560e-03,4.81469,5
1.2562e-03,4.82406,4.99812
1.2564e-03,4.81344,4.99531
1.2566e-03,4.81844,5.0025
1.2568e-03,4.81344,4.99969
1.2570e-03,4.81312,5.01219
1.2572e-03,4.80687,4.99437
1.2574e-03,4.81687,4.99219
1.2576e-03,4.80969,5.00875
1.2578e-03,4.81156,5.01688
1.2580e-03,4.81031,4.99625
1.2582e-03,4.8125,5.00406
1.2584e-03,4.81937,5.00031
1.2586e-03,4.82062,5.00063
1.2588e-03,4.82219,4.99875
1.2590e-03,4.79813,5.00531
1.2592e-03,4.8075,5.015
1.2594e-03,4.81969,5.00438
1.2596e-03,4.80563,5.00313
1.2598e-03,4.81125,5.00375
1.2600e-03,4.81094,5.005
1.2602e-03,4.80563,5.00906
1.2604e-03,4.80656,5.00281
1.2606e-03,4.80719,4.99875
1.2608e-03,4.80938,5.02656
1.2610e-03,4.805,4.98438
1.2612e-03,4.8075,5.02125
1.2614e-03,4.81,5.00156
1.2616e-03,4.80438,5.00969
1.2618e-03,4.81438,5.01219
1.2620e-03,4.80625,5.00688
1.2622e-03,4.82281,5.00219
1.2624e-03,4.81469,5.01187
1.2626e-03,4.81594,5.01438
1.2628e-03,4.81219,4.99875
1.2630e-03,4.80969,4.9975
1.2632e-03,4.81406,5.00563
1.2634e-03,4.81125,5.00813
1.2636e-03,4.8125,5.00656
1.2638e-03,4.80438,5.00844
1.2640e-03,4.80438,5.01187
1.2642e-03,4.81719,5.00313
1.2644e-03,4.81687,4.99938
1.2646e-03,4.82188,5.01156
1.2648e-03,4.80844,5.00406
1.2650e-03,4.81969,5.00375
1.2652e-03,4.81531,5.00125
1.2654e-03,4.81062,5
1.2656e-03,4.80781,4.99437
1.2658e-03,4.81656,4.98656
1.2660e-03,4.8075,5.00406
1.2662e-03,4.7975,4.99406
1.2664e-03,4.80906,5.00438
1.2666e-03,4.81594,5.00219
1.2668e-03,4.81656,5.01031
1.2670e-03,4.81156,5.00875
1.2672e-03,4.81188,5.00469
1.2674e-03,4.81469,4.9925
1.2676e-03,4.80719,5.02281
1.2678e-03,4.81125,4.99719
1.2680e-03,4.79688,4.99812
1.2682e-03,4.81813,4.99656
1.2684e-03,4.80781,5.00156
1.2686e-03,4.81031,5.00719
1.2688e-03,4.81438,4.99844
1.2690e-03,4.82531,5.0125
1.2692e-03,4.82156,5.01375
1.2694e-03,4.81125,5.00375
1.2696e-03,4.81469,5.00875
1.2698e-03,4.81281,5.01063
1.2700e-03,4.80156,5.00656
1.2702e-03,4.79875,5.00094
1.2704e-03,4.80219,5.04375
1.2706e-03,4.81188,4.9525
1.2708e-03,4.80125,5.01969
1.2710e-03,4.8225,5.00375
1.2712e-03,4.81062,5.00344
1.2714e-03,4.8175,5.00281
1.2716e-03,4.81062,5.01906
1.2718e-03,4.805,5.00438
1.2720e-03,4.79906,5.00563
1.2722e-03,4.81781,5.00625
1.2724e-03,4.8075,5.00094
1.2726e-03,4.81469,5.00375
1.2728e-03,4.80844,5.00688
1.2730e-03,4.80281,5.01125
1.2732e-03,4.80375,5.01219
1.2734e-03,4.80719,5.01156
1.2736e-03,4.80938,5.00906
1.2738e-03,4.80844,5.01844
1.2740e-03,4.80438,5.00906
1.2742e-03,4.82156,5.01562
1.2744e-03,4.81281,5.00906
1.2746e-03,4.82156,5.015
1.2748e-03,4.815,5.00719
1.2750e-03,4.80687,5.01156
1.2752e-03,4.81438,5.01375
1.2754e-03,4.81844,5.00125
1.2756e-03,4.80625,5.00344
1.2758e-03,4.79906,5.00688
1.2760e-03,4.80844,5.005
1.2762e-03,4.80625,5.00281
1.2764e-03,4.81312,5.01875
1.2766e-03,4.80938,4.98688
1.2768e-03,4.81125,4.98531
1.2770e-03,4.81219,5.00844
1.2772e-03,4.81562,5.00375
1.2774e-03,4.80656,4.995
1.2776e-03,4.81844,5.00688
1.2778e-03,4.81844,5.00844
1.2780e-03,4.80531,5.01281
1.2782e-03,4.81312,5.0025
1.2784e-03,4.81719,5.00875
1.2786e-03,4.82781,4.98594
1.2788e-03,4.82281,5.00563
1.2790e-03,4.81312,4.9975
1.2792e-03,4.80906,5.00313
1.2794e-03,4.81656,5.01938
1.2796e-03,4.815,4.99563
1.2798e-03,4.81406,4.99812
1.2800e-03,4.80438,5.09094
1.2802e-03,4.80094,4.89
1.2804e-03,4.805,5.00313
1.2806e-03,4.81125,5.01469
1.2808e-03,4.81125,5.01313
1.2810e-03,4.81031,5.01375
1.2812e-03,4.79937,5.00313
1.2814e-03,4.82,5.00156
1.2816e-03,4.81219,5.00719
1.2818e-03,4.80219,5.00594
1.2820e-03,4.80438,4.99156
1.2822e-03,4.81594,5.00938
1.2824e-03,4.80687,5.00406
1.2826e-03,4.80531,4.99031
1.2828e-03,4.82094,4.99875
